question,answer,text
" Should I make a Bracha on the liquid of a instant noodle soup?
When I finish eating an instant noodle soup and now there is mostly water (but still a few noodles), do I have to make a shehakol on the water? and what if there are no noodles? Would it make a difference if I already ate the first part of the soup or not?","
If you drink the soup before eating the noodles: if it was cooked for the normal amount of time as per the instructions on the package, which would give taste of the noodles in the water, you should make Mezonos.
You should avoid drinking the soup before eating the noodles if it was cooked briefly, because it is not clear what the Bracha would be.
After eating the noodles, you do not make a shehakol even if you drink the soup alone, and even after you finish all the noodles, regardless of how long it was cooked.","###question 
  Should I make a Bracha on the liquid of a instant noodle soup?
When I finish eating an instant noodle soup and now there is mostly water (but still a few noodles), do I have to make a shehakol on the water? and what if there are no noodles? Would it make a difference if I already ate the first part of the soup or not?.
 ###answer 
 
If you drink the soup before eating the noodles: if it was cooked for the normal amount of time as per the instructions on the package, which would give taste of the noodles in the water, you should make Mezonos.
You should avoid drinking the soup before eating the noodles if it was cooked briefly, because it is not clear what the Bracha would be.
After eating the noodles, you do not make a shehakol even if you drink the soup alone, and even after you finish all the noodles, regardless of how long it was cooked."
"I was taught that as Chazzan on Shabbos, by Hotzaas Sefer Torah, the pesukim Shema Yisrael and Echad Elokeinu should be said facing the crowd, while Gadlu should be said facing Mizrach. Is there a source for this?
Also, regarding the Minhag to raise the Torah slightly when saying Gadlu, I’ve heard different opinions whether it should be raised by the word “Gadlu” or by the word “uneromemah”. Is there any clear directive on this?","
1. There are various minhagim. The general minhag is as you mentioned.
2. There is no indication to do so during a specific word, other than when reciting this Pasuk, as well as during the pasuk of Shema Yisroel and Echad Elokeinu.","###question 
 I was taught that as Chazzan on Shabbos, by Hotzaas Sefer Torah, the pesukim Shema Yisrael and Echad Elokeinu should be said facing the crowd, while Gadlu should be said facing Mizrach. Is there a source for this?
Also, regarding the Minhag to raise the Torah slightly when saying Gadlu, I’ve heard different opinions whether it should be raised by the word “Gadlu” or by the word “uneromemah”. Is there any clear directive on this?.
 ###answer 
 
1. There are various minhagim. The general minhag is as you mentioned.
2. There is no indication to do so during a specific word, other than when reciting this Pasuk, as well as during the pasuk of Shema Yisroel and Echad Elokeinu."
"If a minyan finished davening (and concluded final kaddish derabanan) and someone in the year of aveluis arrived and wanted to say a kapital tehilim and kaddish yosom and there was no other minyan in town for him to catch, is there an issue with that?","
There is no issue with it, but not following a previous Kaddish after Tehillim. In such a case, it would be better to say Mishnayos and kaddish derabanan.","###question 
 If a minyan finished davening (and concluded final kaddish derabanan) and someone in the year of aveluis arrived and wanted to say a kapital tehilim and kaddish yosom and there was no other minyan in town for him to catch, is there an issue with that?.
 ###answer 
 
There is no issue with it, but not following a previous Kaddish after Tehillim. In such a case, it would be better to say Mishnayos and kaddish derabanan."
Does the issur apply only when the couple are eating together or even when one has finished eating and does it apply even when one spouse leaves the room?,"
A husband and wife are not allowed to eat from the same plate while the wife is a nida even if they are taking turns to eat from the plate.
This issur only applies while they are eating together, if however, the husband finished eating, the wife is allowed to continue eating from that plate.
P.S. Besides from the issur of eating together from the same plate, the husband is not allowed to eat the leftovers from his wife’s plate, this does not apply if the wife left the room.
ש”ך סי’ קצה סק”ד. סוגה בשושנים (וינד) פ”ד ס”ה.
רמ”א שם ס”ד. וראה שיעורי שה”ל שם אות ד.
Follow up Question:
I’m actually asking about a specific case: There is one plate which the wife is eating directly from, she then steps out of the room for a few minutes (to deal with the baby), she will return and continue eating. Is it ossur for me to eat directly from the plate when she is out of the room? (Regarding eating her leftovers, when she leaves the room –  it is allowed. Also, there would be no heker requirement when she is out of the room).
Answer:
It is prohibited.","###question 
 Does the issur apply only when the couple are eating together or even when one has finished eating and does it apply even when one spouse leaves the room?.
 ###answer 
 
A husband and wife are not allowed to eat from the same plate while the wife is a nida even if they are taking turns to eat from the plate.
This issur only applies while they are eating together, if however, the husband finished eating, the wife is allowed to continue eating from that plate.
P.S. Besides from the issur of eating together from the same plate, the husband is not allowed to eat the leftovers from his wife’s plate, this does not apply if the wife left the room.
ש”ך סי’ קצה סק”ד. סוגה בשושנים (וינד) פ”ד ס”ה.
רמ”א שם ס”ד. וראה שיעורי שה”ל שם אות ד.
Follow up Question:
I’m actually asking about a specific case: There is one plate which the wife is eating directly from, she then steps out of the room for a few minutes (to deal with the baby), she will return and continue eating. Is it ossur for me to eat directly from the plate when she is out of the room? (Regarding eating her leftovers, when she leaves the room –  it is allowed. Also, there would be no heker requirement when she is out of the room).
Answer:
It is prohibited."
Just had my Tefillin checked by the Sofer who mentioned there were unusual larger spaces in some of the words. But he said they are kosher. But the question is if they are “mehudar״ for a chosid? Wanted to ask your opinion. See attached pic.,"
Yes, they are.","###question 
 Just had my Tefillin checked by the Sofer who mentioned there were unusual larger spaces in some of the words. But he said they are kosher. But the question is if they are “mehudar״ for a chosid? Wanted to ask your opinion. See attached pic..
 ###answer 
 
Yes, they are."
How to use a toilet which flushes by a sensor?,"Where no other bathroom is available, you may use an auto-flush toilet by activating the sensor in an irregular manner, for example walking away on your heels or sides of the feet in an uncomfortable manner. Ideally, you should first place a tissue or paper towel over the sensor, in a manner that it will eventually fall off later by itself, so that the toilet won’t flush immediately when you leave the toilet.
How to use water from a faucet which is operated only by sensor?
You should use a bottle of water or another cleanser.
Where this is not possible: After using the bathroom, you may satisfy with rubbing your hands with a cloth or other material, unless you’re planning on davening thereafter, in which case you may ask a non-Jew to fill up a cup of water for you. If however, you want to wash your hands before davening but you did not use the bathroom or touch parts of the body that are usually covered, you should just rub your hands. For washing before bread or upon awakening in the morning, you may also ask a non-Jew to fill up water for you.
Can we use the “Shabbos” elevator?
Wherever you can, you should use the staircase.","###question 
 How to use a toilet which flushes by a sensor?.
 ###answer 
 Where no other bathroom is available, you may use an auto-flush toilet by activating the sensor in an irregular manner, for example walking away on your heels or sides of the feet in an uncomfortable manner. Ideally, you should first place a tissue or paper towel over the sensor, in a manner that it will eventually fall off later by itself, so that the toilet won’t flush immediately when you leave the toilet.
How to use water from a faucet which is operated only by sensor?
You should use a bottle of water or another cleanser.
Where this is not possible: After using the bathroom, you may satisfy with rubbing your hands with a cloth or other material, unless you’re planning on davening thereafter, in which case you may ask a non-Jew to fill up a cup of water for you. If however, you want to wash your hands before davening but you did not use the bathroom or touch parts of the body that are usually covered, you should just rub your hands. For washing before bread or upon awakening in the morning, you may also ask a non-Jew to fill up water for you.
Can we use the “Shabbos” elevator?
Wherever you can, you should use the staircase."
 Does one strike ones chest for Tachnun by Kriahs Shema Al Hamitah?,Yes.,"###question 
  Does one strike ones chest for Tachnun by Kriahs Shema Al Hamitah?.
 ###answer 
 Yes."
"We would like to invite a family for the Shabbos day meal. However, they have a 15-year-old son and 2 daughters ages 11 and 8. We have a 13 y.o. son and a 14 y.o. daughter. Would it be acceptable to host this family for the meal –are they boys/girls of the two families too close in age to be at the same table?","
While technically it’s not forbidden to host single bachurim and girls at the same meal, this is considered inappropriate. One should go to great lengths to arrange their hosting of meals in such a way that bachurim and girls aren’t invited at the same time. Rumor has it that the Rebbe instructed that Yeshivos not allow bachurim to eat out at families who have girls home, even if they are little girls.
The general age for when to separate kids is when they start maturing to understand the concept of separation between men and women. This is generally between the ages of 6 and 9. Children of 9 years and older, must be educated not to mingle and should be seated separately.
Where circumstances require such an arrangement, they should be seated at different tables.
Please see here for more details:
How to properly arrange the seating at the Shabbos meal?","###question 
 We would like to invite a family for the Shabbos day meal. However, they have a 15-year-old son and 2 daughters ages 11 and 8. We have a 13 y.o. son and a 14 y.o. daughter. Would it be acceptable to host this family for the meal –are they boys/girls of the two families too close in age to be at the same table?.
 ###answer 
 
While technically it’s not forbidden to host single bachurim and girls at the same meal, this is considered inappropriate. One should go to great lengths to arrange their hosting of meals in such a way that bachurim and girls aren’t invited at the same time. Rumor has it that the Rebbe instructed that Yeshivos not allow bachurim to eat out at families who have girls home, even if they are little girls.
The general age for when to separate kids is when they start maturing to understand the concept of separation between men and women. This is generally between the ages of 6 and 9. Children of 9 years and older, must be educated not to mingle and should be seated separately.
Where circumstances require such an arrangement, they should be seated at different tables.
Please see here for more details:
How to properly arrange the seating at the Shabbos meal?"
 Is it a problem to Daven Mincha on Shabbos before Kiddush?,No.,"###question 
  Is it a problem to Daven Mincha on Shabbos before Kiddush?.
 ###answer 
 No."
" Is it permitted to benefit from the light on Shabbos if someone turned it on by mistake?
If someone turned on the light on Shabbos by mistake (either by bumping into the switch, or they forgot it was Shabbos) is it permitted to benefit from the light?
And what would be considered benefitting? (Would it make a difference if there was already some light before? Or if they need the light…?)","
It depends. If someone forgot that it was Shabbos, he and others may not benefit from the lights until after Shabbos. If however, he bumped into the light then it is permitted to benefit.
The definition of forbidden benefit is to do things using the light which otherwise wouldn’t be possible. If this isn’t your home, it is best to leave the house","###question 
  Is it permitted to benefit from the light on Shabbos if someone turned it on by mistake?
If someone turned on the light on Shabbos by mistake (either by bumping into the switch, or they forgot it was Shabbos) is it permitted to benefit from the light?
And what would be considered benefitting? (Would it make a difference if there was already some light before? Or if they need the light…?).
 ###answer 
 
It depends. If someone forgot that it was Shabbos, he and others may not benefit from the lights until after Shabbos. If however, he bumped into the light then it is permitted to benefit.
The definition of forbidden benefit is to do things using the light which otherwise wouldn’t be possible. If this isn’t your home, it is best to leave the house"
" Can we use a bottle of wine that someone brought on Friday night by car?
If someone not-yet-frum brought wine or other food on Friday night by car, may it be used that night for the meal? especially because he may get offended if I don’t use it during the meal. I’m a shliach and this happens very often.","
It may not be used till after Shabbos if there is no eiruv in town, or it was brought from out of the techum. Even if there is an eiruv and it’s within the techum, it would only be permitted if it was brought from a close place where he could’ve brought it by foot.
Furthermore, even where none of these apply, one should take into account the potential chilul Hashem, since it causes the issue of Shmiras Shabbos to be treated lightly. Another point to consider is that by not using the food it might cause them not to do so in the future. Where none of these concerns apply, one may use the food, and indeed it would be appropriate to do so in order not to offend them.
There is no issue of muktzah.
שקו״ט בכ״מ בדין מעשה שבת בהוצאה. והארכנו בזה כאן:
Spending Shabbos with family who dosen’t keep Shabbos:
ועוד הארכנו שם בשאר צדדי השאלה השייכים לנדו״ד. וא״צ לכפול הדברים.
אבל עוד אחת היא לנו, מחמת הנסיעה ברכב. אלא שנראה עיקר שאי״ז בכלל מעשה שבת לפי שלא נעשה דבר בגוף החפץ, שהמלאכה היא ברכב, משא״כ בהוצאה שהמלאכה נעשית בגוף החפץ. וראה גם בשו״ת אג״מ או״ח ב, עא להתיר בכעי״ז. ומצינו כה״ג בפוסקים, שהקשו על הט״ז תקב, א בהוציא אש ביו״ט ובישל בה שכתב לאסור התבשיל (ואכ״מ בגוף הענין דמעשה יו״ט וכו׳), שהרי לא עשה איסור בהתבשיל – ראה מור וקציעה שם. מאמ״ר שם א. נה״ש שם א. וראה בכה״ח שם א שהביא כמה אחרונים שדחו דברי הט״ז.  ובמאמ״ר שם כתב שבהוציא אש בשבת במזיד ובישל בה במו״ש התבשיל מותר. ונדו״ד עדיף מינה, דהתם ההבערה פועלת בגוף התבשיל. ואכן בשו״ת הרשב״א ח, יח, הביאו בב״י רנג, כתב שבאמר לגוי להבעיר אש וחימם שם תבשיל המבושל כבר מע״ש נאסר התבשיל אף שהמלאכה לא נעשית בתבשיל שהיתה מבושלת כבר מע״ש. אלא שברשב״א גופא מפורש בנדון הנ״ל, שיותר יש לגזור במה שנעשה ע״י גוי ע״ד ישראל ממה שעשה ישראל בעצמו. וי״ל בפשיטות שכיון שהאיסור שמא יאמר לו לעשות אסור גם כשלא נעשית מלאכה בגוף החפץ, משא״כ בדין מעשה שבת שהאיסור מחמת שנעשית בו עבירה. וראה מה שחילק כעי״ז לענין אחר בשו״ת הר צבי או״ח א, קפג. וראה הערות אבן האזל לרמב״ן עירובין מא, א בדעת הריטב״א עד״ז. ולפ״ז יש ליישב גם מה שצ״ע בסברא הנ״ל מד׳ המרדכי שבת פ״ד, שכג, הביאו בב״י סוסי׳ רנט, שבנעשה מלאכת כיבוי או הבערה בגחלים ע״י סילוק הקדרה נאסר התבשיל, וההיתר שם רק משום משאצל״ג. (וכ״כ בערך השלחן שיט, ג, להוכיח מזה לגבי מצה שהוציאה בשבת, ראה אצלנו שם בדעת אדה״ז בזה. וראה במנחת שלמה דלקמן). וצ״ל דהתם שאני דמיירי באמירה לנכרי ולא במעשה שבת. ובלא״ה, התם ע״י ההבערה נעשית מלאכה בתבשיל גופא. ובפמ״ג רנג בא״א לז פי׳ בד׳ המרדכי שאין הישראל נהנה בזה בתבשיל. ומוכח כדברינו, שהמלאכה נעשית בגחלים ואינו נהנה מזה באכילת התבשיל. אבל במרדכי גופא אסברה לה מטעם אחר, כנ״ל. בשגם דאיכא למימר שמצד דין הנאה מעולם לא עלה על הדעת לאסור דאין כאן הנאה ממלאכת הגוי. וכוונת המרדכי לאסור עליו משום קנס מחמת גוף האמירה לנכרי. ועז״כ להתיר במשאצל״ג).
ועוד ועיקר, שהיו ראויים לו גם ללא הנסיעה, ול״ד ללפתות הטמונים בבור (ראה שו״ע אדה״ז תקיח, כב. וראה אצלנו במקורות ועיונים להלכה יומית אות שכא) שאינן ראויים לו לפנ״ז (ראה בשו״ת מנחת שלמה א, ה, ב). ובסגנון אחר, שאפשר לעשות בהיתר (כ״מ בתוד״ה שני לוגין – סוכה כג, ב) וראה כעי״ז בקצוה״ש קכה בבדה״ש א בבורר בשבת, שהי׳ אפשר לברור בהיתר. אלא שי״ל שההבאה למקומו ג״ז שבח והועילו מעשיו שיכול ליהנות במקומו.
וראה בארוכה בארחות שבת ג בבירורי הלכה יד.
וביין לקידוש עוד סניף להיתר מחמת מעשה שבת במצוה, שמללה״נ. ואכ״מ.
וכ״כ בעניננו בשו״ת יבי״א י או״ח כה ובחזו״ע שבת ד ע׳ תכז. וכ״כ במאור השבת א, יח, נג, ע׳ שסד בשם הגריש״א והגרשז״א. וראה בקובץ תשובות ב, כד, ג. קובץ יתד המאיר חשון תשע״ז, כד. אבל ראה שו״ת אז״נ ט, לט. שם יב, טז.  והנלפענ״ד כתבנו.
וראיתי למי שכתב להיתר מטעם אחר, שאומר מותר שוגג הוא, ובמקום שיש מקילין אפי׳ במזיד גמור אפשר להתיר באומר מותר (ראה שו״ת הצ״צ יו״ד סוסי׳ כה), ולפ״ז כיון שיש המתירים בכל מלאכה שלא נשתנה גוף החפץ, אפי׳ במזיד, אפשר להתיר באומר מותר. ולדידי לא מחוורא האי שמעתתא, שכ״ז בדבר שהותר בשוגג, ואף שאומר מותר קרוב למזיד, אפשר להתיר כיון שיש מתירים במזיד גמור. אבל בנדו״ז מן הדין אסור גם בשוגג, ומה הרווחנו בזה שהוא אומר מותר, דודאי לא עדיף משאר שוגג דנקטינן לעיקר לאסור.
מוקצה – ראה אדה״ז סוסי׳ תה. ולפ״ד אדה״ז, שההיתר משום שלא רצו לקנוס בטלטול, וכסברת הט״ז שם ו (ומש״כ בט״ז לפי שהי׳ מותר בביה״ש, היינו שאם הי׳ אסור מביה״ש אסור בטלטול גם אם הוא רק משום קנס), ולא כדברי המג״א תקטו, מ כיון שיש לו היתר אכילה אם חזרו הפירות למקומן, נמצא שבכל מעשה שבת הותר בטלטול, זולת בחלב שנחלב בשבת וכן בנלקט וניצוד (ראה אדה״ז שח, ט), וכן בספק (אדה״ז תקטו, א). [וגם בנתבשל בשבת ואינו נאכל חי אי״ב משום מוקצה – ראה אדה״ז שכה, ז במוסגר. ורק בפת שנאפה בשבת, שדחאו בידים שטחנו ועשאו קמח, יעו״ש ו. ואכ״מ. וראה אדה״ז שיח, ה]. וראה תהל״ד תנינא לז (שחזר בו ממש״כ בזה שם רנג, ה. שיח, ב).","###question 
  Can we use a bottle of wine that someone brought on Friday night by car?
If someone not-yet-frum brought wine or other food on Friday night by car, may it be used that night for the meal? especially because he may get offended if I don’t use it during the meal. I’m a shliach and this happens very often..
 ###answer 
 
It may not be used till after Shabbos if there is no eiruv in town, or it was brought from out of the techum. Even if there is an eiruv and it’s within the techum, it would only be permitted if it was brought from a close place where he could’ve brought it by foot.
Furthermore, even where none of these apply, one should take into account the potential chilul Hashem, since it causes the issue of Shmiras Shabbos to be treated lightly. Another point to consider is that by not using the food it might cause them not to do so in the future. Where none of these concerns apply, one may use the food, and indeed it would be appropriate to do so in order not to offend them.
There is no issue of muktzah.
שקו״ט בכ״מ בדין מעשה שבת בהוצאה. והארכנו בזה כאן:
Spending Shabbos with family who dosen’t keep Shabbos:
ועוד הארכנו שם בשאר צדדי השאלה השייכים לנדו״ד. וא״צ לכפול הדברים.
אבל עוד אחת היא לנו, מחמת הנסיעה ברכב. אלא שנראה עיקר שאי״ז בכלל מעשה שבת לפי שלא נעשה דבר בגוף החפץ, שהמלאכה היא ברכב, משא״כ בהוצאה שהמלאכה נעשית בגוף החפץ. וראה גם בשו״ת אג״מ או״ח ב, עא להתיר בכעי״ז. ומצינו כה״ג בפוסקים, שהקשו על הט״ז תקב, א בהוציא אש ביו״ט ובישל בה שכתב לאסור התבשיל (ואכ״מ בגוף הענין דמעשה יו״ט וכו׳), שהרי לא עשה איסור בהתבשיל – ראה מור וקציעה שם. מאמ״ר שם א. נה״ש שם א. וראה בכה״ח שם א שהביא כמה אחרונים שדחו דברי הט״ז.  ובמאמ״ר שם כתב שבהוציא אש בשבת במזיד ובישל בה במו״ש התבשיל מותר. ונדו״ד עדיף מינה, דהתם ההבערה פועלת בגוף התבשיל. ואכן בשו״ת הרשב״א ח, יח, הביאו בב״י רנג, כתב שבאמר לגוי להבעיר אש וחימם שם תבשיל המבושל כבר מע״ש נאסר התבשיל אף שהמלאכה לא נעשית בתבשיל שהיתה מבושלת כבר מע״ש. אלא שברשב״א גופא מפורש בנדון הנ״ל, שיותר יש לגזור במה שנעשה ע״י גוי ע״ד ישראל ממה שעשה ישראל בעצמו. וי״ל בפשיטות שכיון שהאיסור שמא יאמר לו לעשות אסור גם כשלא נעשית מלאכה בגוף החפץ, משא״כ בדין מעשה שבת שהאיסור מחמת שנעשית בו עבירה. וראה מה שחילק כעי״ז לענין אחר בשו״ת הר צבי או״ח א, קפג. וראה הערות אבן האזל לרמב״ן עירובין מא, א בדעת הריטב״א עד״ז. ולפ״ז יש ליישב גם מה שצ״ע בסברא הנ״ל מד׳ המרדכי שבת פ״ד, שכג, הביאו בב״י סוסי׳ רנט, שבנעשה מלאכת כיבוי או הבערה בגחלים ע״י סילוק הקדרה נאסר התבשיל, וההיתר שם רק משום משאצל״ג. (וכ״כ בערך השלחן שיט, ג, להוכיח מזה לגבי מצה שהוציאה בשבת, ראה אצלנו שם בדעת אדה״ז בזה. וראה במנחת שלמה דלקמן). וצ״ל דהתם שאני דמיירי באמירה לנכרי ולא במעשה שבת. ובלא״ה, התם ע״י ההבערה נעשית מלאכה בתבשיל גופא. ובפמ״ג רנג בא״א לז פי׳ בד׳ המרדכי שאין הישראל נהנה בזה בתבשיל. ומוכח כדברינו, שהמלאכה נעשית בגחלים ואינו נהנה מזה באכילת התבשיל. אבל במרדכי גופא אסברה לה מטעם אחר, כנ״ל. בשגם דאיכא למימר שמצד דין הנאה מעולם לא עלה על הדעת לאסור דאין כאן הנאה ממלאכת הגוי. וכוונת המרדכי לאסור עליו משום קנס מחמת גוף האמירה לנכרי. ועז״כ להתיר במשאצל״ג).
ועוד ועיקר, שהיו ראויים לו גם ללא הנסיעה, ול״ד ללפתות הטמונים בבור (ראה שו״ע אדה״ז תקיח, כב. וראה אצלנו במקורות ועיונים להלכה יומית אות שכא) שאינן ראויים לו לפנ״ז (ראה בשו״ת מנחת שלמה א, ה, ב). ובסגנון אחר, שאפשר לעשות בהיתר (כ״מ בתוד״ה שני לוגין – סוכה כג, ב) וראה כעי״ז בקצוה״ש קכה בבדה״ש א בבורר בשבת, שהי׳ אפשר לברור בהיתר. אלא שי״ל שההבאה למקומו ג״ז שבח והועילו מעשיו שיכול ליהנות במקומו.
וראה בארוכה בארחות שבת ג בבירורי הלכה יד.
וביין לקידוש עוד סניף להיתר מחמת מעשה שבת במצוה, שמללה״נ. ואכ״מ.
וכ״כ בעניננו בשו״ת יבי״א י או״ח כה ובחזו״ע שבת ד ע׳ תכז. וכ״כ במאור השבת א, יח, נג, ע׳ שסד בשם הגריש״א והגרשז״א. וראה בקובץ תשובות ב, כד, ג. קובץ יתד המאיר חשון תשע״ז, כד. אבל ראה שו״ת אז״נ ט, לט. שם יב, טז.  והנלפענ״ד כתבנו.
וראיתי למי שכתב להיתר מטעם אחר, שאומר מותר שוגג הוא, ובמקום שיש מקילין אפי׳ במזיד גמור אפשר להתיר באומר מותר (ראה שו״ת הצ״צ יו״ד סוסי׳ כה), ולפ״ז כיון שיש המתירים בכל מלאכה שלא נשתנה גוף החפץ, אפי׳ במזיד, אפשר להתיר באומר מותר. ולדידי לא מחוורא האי שמעתתא, שכ״ז בדבר שהותר בשוגג, ואף שאומר מותר קרוב למזיד, אפשר להתיר כיון שיש מתירים במזיד גמור. אבל בנדו״ז מן הדין אסור גם בשוגג, ומה הרווחנו בזה שהוא אומר מותר, דודאי לא עדיף משאר שוגג דנקטינן לעיקר לאסור.
מוקצה – ראה אדה״ז סוסי׳ תה. ולפ״ד אדה״ז, שההיתר משום שלא רצו לקנוס בטלטול, וכסברת הט״ז שם ו (ומש״כ בט״ז לפי שהי׳ מותר בביה״ש, היינו שאם הי׳ אסור מביה״ש אסור בטלטול גם אם הוא רק משום קנס), ולא כדברי המג״א תקטו, מ כיון שיש לו היתר אכילה אם חזרו הפירות למקומן, נמצא שבכל מעשה שבת הותר בטלטול, זולת בחלב שנחלב בשבת וכן בנלקט וניצוד (ראה אדה״ז שח, ט), וכן בספק (אדה״ז תקטו, א). [וגם בנתבשל בשבת ואינו נאכל חי אי״ב משום מוקצה – ראה אדה״ז שכה, ז במוסגר. ורק בפת שנאפה בשבת, שדחאו בידים שטחנו ועשאו קמח, יעו״ש ו. ואכ״מ. וראה אדה״ז שיח, ה]. וראה תהל״ד תנינא לז (שחזר בו ממש״כ בזה שם רנג, ה. שיח, ב)."
" Is it true that it’s a Segula for Arichus Yamim (long life) to write a will?
If yes, is there a point in one’s life where it would be inappropriate (such as when newly married or below a certain age)?","
True.
While one may write a tzavaah even earlier, usually it is done after 50.","###question 
  Is it true that it’s a Segula for Arichus Yamim (long life) to write a will?
If yes, is there a point in one’s life where it would be inappropriate (such as when newly married or below a certain age)?.
 ###answer 
 
True.
While one may write a tzavaah even earlier, usually it is done after 50."
" Is there any halachic preference between a natural birth versus using an epidural?
(i.e. for someone who has BH until now had smooth natural births but still has fear of the pain in childbirth)","
There is no halachic objection to using an epidural where there is a need to do so.","###question 
  Is there any halachic preference between a natural birth versus using an epidural?
(i.e. for someone who has BH until now had smooth natural births but still has fear of the pain in childbirth).
 ###answer 
 
There is no halachic objection to using an epidural where there is a need to do so."
Is that correct according to halacha?,"
In a case that one has stomach issues and one will not have a clean body during davening he can daven up to kriyas shema without tefillin, he should put on tefillin between הבוחר בעמו ישראל באהבה and שמע with a Bracha. He should take them off right after Shemone Esrei.
Regarding davening Shemone Esrei in such a state, if he doesn’t need the bathroom before Shemone Esrei, he can daven Shemone Esrei even if knows in advance that he can’t hold in for 72 minutes.","###question 
 Is that correct according to halacha?.
 ###answer 
 
In a case that one has stomach issues and one will not have a clean body during davening he can daven up to kriyas shema without tefillin, he should put on tefillin between הבוחר בעמו ישראל באהבה and שמע with a Bracha. He should take them off right after Shemone Esrei.
Regarding davening Shemone Esrei in such a state, if he doesn’t need the bathroom before Shemone Esrei, he can daven Shemone Esrei even if knows in advance that he can’t hold in for 72 minutes."
"I’m wondering, if I can open one knot then the last one won’t be a double knot but all 8 strings will be sticking out? If the fifth knot is not doubled is that meakev?","
Bedieved only, when you can’t find a different pair of Tzitzis.","###question 
 I’m wondering, if I can open one knot then the last one won’t be a double knot but all 8 strings will be sticking out? If the fifth knot is not doubled is that meakev?.
 ###answer 
 
Bedieved only, when you can’t find a different pair of Tzitzis."
"Do we still hold by this as a practical thing to do nowadays, and if so does that also include the half-day fasts that he mentions?
The Alter Rebbe distinguishes between the extra fasts, in accordance with the number of times the sin was done total, and the actual fasts totaling the number corresponding to the particular sin.
Although he goes into the whole thing about “only a healthy person etc.”, that was in regards to what he said about the Mekubalim who say to do 3 times the total, then he says to redeem them in tzedakah.
But then he says to complete the total amount at least once in one’s life, to push it off to the short winter days, and for the other number (totaling 3 times the standard amount) to do half-day fasting, and then to be stringent according to the other opinion, to redeem all of the extra ones (that add up to the total multiplied by each time) with tzedakah.
Do we still follow this “baal nefesh” thing nowadays?","
Nowadays, personal fasts are not recommended.
The Alter Rebbe writes in the third chapter of Igeret HaTeshuvah that fasting – with the exception of mandatory public fast days – must never come at the expense of one’s health or strength. If fasting will weaken you to the extent that you will not be able to serve G‑d that day with the same energy and vigor as you would have had you eaten—don’t. In fact, the Talmud is very clear about this: One who fasts despite the fact that it weakens him, is called a sinner.
In today’s day and age, when most of us are used to eating three round meals a day, there is almost no one who can claim to be unaffected by fasting.
More importantly, it is the spirit of repentance, the true repentance, that comes along with fasting that counts.
Rather, instead of fasting one should do as the Alter Rebbe brings from the words of Daniel, when advising Nebuchadnezzar: “Redeem your sins with charity, and your wrongdoing by being kind to the needy”. This can be done by donating to a charitable cause the monetary value of the food you eat on a given day.
The Rebbe explains that our generation is even weaker than the Alter Rebbe’s time and accomplishes even these fasts that he permits through tzedaka.","###question 
 Do we still hold by this as a practical thing to do nowadays, and if so does that also include the half-day fasts that he mentions?
The Alter Rebbe distinguishes between the extra fasts, in accordance with the number of times the sin was done total, and the actual fasts totaling the number corresponding to the particular sin.
Although he goes into the whole thing about “only a healthy person etc.”, that was in regards to what he said about the Mekubalim who say to do 3 times the total, then he says to redeem them in tzedakah.
But then he says to complete the total amount at least once in one’s life, to push it off to the short winter days, and for the other number (totaling 3 times the standard amount) to do half-day fasting, and then to be stringent according to the other opinion, to redeem all of the extra ones (that add up to the total multiplied by each time) with tzedakah.
Do we still follow this “baal nefesh” thing nowadays?.
 ###answer 
 
Nowadays, personal fasts are not recommended.
The Alter Rebbe writes in the third chapter of Igeret HaTeshuvah that fasting – with the exception of mandatory public fast days – must never come at the expense of one’s health or strength. If fasting will weaken you to the extent that you will not be able to serve G‑d that day with the same energy and vigor as you would have had you eaten—don’t. In fact, the Talmud is very clear about this: One who fasts despite the fact that it weakens him, is called a sinner.
In today’s day and age, when most of us are used to eating three round meals a day, there is almost no one who can claim to be unaffected by fasting.
More importantly, it is the spirit of repentance, the true repentance, that comes along with fasting that counts.
Rather, instead of fasting one should do as the Alter Rebbe brings from the words of Daniel, when advising Nebuchadnezzar: “Redeem your sins with charity, and your wrongdoing by being kind to the needy”. This can be done by donating to a charitable cause the monetary value of the food you eat on a given day.
The Rebbe explains that our generation is even weaker than the Alter Rebbe’s time and accomplishes even these fasts that he permits through tzedaka."
 Can one say a Bracha if there is a clean child’s potty in the room?,"If it’s made out of plastic and doesn’t give off a smell, yes.","###question 
  Can one say a Bracha if there is a clean child’s potty in the room?.
 ###answer 
 If it’s made out of plastic and doesn’t give off a smell, yes."
 What is the Halacha about the use of pig organs in life saving surgeries?,There’s no problem with it whatsoever.,"###question 
  What is the Halacha about the use of pig organs in life saving surgeries?.
 ###answer 
 There’s no problem with it whatsoever."
